pro_numero,pro_razon,pro_ncorto,pro_rfc,pro_director,pro_director_tel,pro_director_email,pro_creycobranza,pro_cobranza_tel,pro_cobranza_email,pro_calle,pro_num_int,pro_num_ext,pro_colonia,pro_pais,pro_estado,pro_delompio,pro_cp,pro_telefonos,pro_fax,pro_fecha_alta,pro_observaciones,pro_codigo,pro_descto1,pro_descto2,pro_descto3,pro_atencion,pro_diascredito,pro_status,pro_cuenta,pro_saldoinipzs,pro_saldoiniimp,pro_fechasaldoini,pro_saldofinalpzs,pro_saldofinalimp,pro_fechasaldofin,pro_saldoini,pro_abonofact,pro_abonoremi,pro_cargofact,pro_cargoremi,pro_sigla,pro_sifact_norecep,pro_pago_al_vencimiento,pro_dias_resurtido,pro_tipo
182,PARQUE LINDAVISTA F61244 BANCA AFIRME SA                 ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/10/12,RENTA TDA 15                                                                                                            ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
183,FIDEICOMISO F/7278 DE BANCOMER SA                           ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/10/12,RENTA TDA 19                                                                                                            ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
184,BANCO INVEX SA POR CTA DEL FID 1682                         ,SAN MIGUEL                    ,CSM000927A52   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/10/12,RENTA TDA 24                                                                                                            ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
185,BBVA BANCOMER SERVICIOS F/47660-6 SA DE CV               ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/10/12,RENTA TDA 27                                                                                                            ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
188,COMUNICACIONES NEXTEL DE MEXICO SA DE CV                 ,NEXTEL                        ,CNM980114PI2   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
189,JULITA ALONSO FERNANDEZ                                     ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,RENTA T5                                                                                                                ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
190,INPROFE SA DE CV                                            ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,RENTA T20                                                                                                               ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
191,SCOTIABANK INVERLAT SA                                   ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,RENTA T25                                                                                                               ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
192,THE BANK OF NEW YORK MELLON SA IBM F 00629                  ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,RENTA T28                                                                                                               ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
193,BANCO INVEX S.A. INSTITUCION DE BANCA MULTIPLE           ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,RENTA T26                                                                                                               ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
194,BANCO INVEX SA POR CTA DEL FID 1556                         ,LAS AMERICAS                  ,CRA0407011I5   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,INSURGENTES SUR                         ,PISO 5    ,286,ROMA                                    ,1,9,                                        ,6700,                                                  ,               ,8/17/12,RENTA T21                                                                                                               ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
195,UNION PAPELERA DE MEXICO SA DE C V                       ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,PAPELERIA                                                                                                               ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
196,CFE                                                      ,                              ,CFE            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
197,SERVICIOS INMOBILIARIOS ZR SA DE CV                         ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,MANTENIEMIENTO T8                                                                                                       ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
198,BANCOMER SA  F/21447 LA ROSA                                ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,RENTA T8                                                                                                                ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
199,GRUPO TAMIRO SA DE CV                                    ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/17/12,NOMINA ASIMILABLE                                                                                                       ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
200,"TELEFONOS DE MEXICO, S.A. DE C.V.                        ",TELMEX                        ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/21/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
201,SISTEMA DE ADMINISTRACION TRIBUTARIA                     ,SAT                           ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/21/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
202,ULISES MEJIA GARCIA                                      ,PATY MEJIA                    ,MEGU711005LU3  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/21/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
203,"INMOBILIARIA EDER, S.A.                                     ",T-1                           ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/21/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
204,SOFIA CABABIE KOPCHIUSKY                                    ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/21/12,RTA. T-3 Y T-14                                                                                                         ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
205,"IMPCECO, S.A. DE C.V.                                       ",                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/21/12,RTA. T-4                                                                                                                ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
206,COMERCIAL ADRIATICA S. DE R.L. DE C.V.                   ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/21/12,RTA. T-7                                                                                                                ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
207,JACOBO ALFILLE CHIVER                                       ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/21/12,RTA. T-9                                                                                                                ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
208,FANNY MAFUD JORGE DE MUSI                                ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/21/12,RTA. ANILLO                                                                                                             ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
209,"SEIS COLOR, S.A. DE C.V.                                 ",                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/21/12,PUBLICIDAD IMPRESA                                                                                                      ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
210,VARIOS                                                   ,                              ,1,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/22/12,CAJAS CHICAS                                                                                                            ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
211,"BORDADOS VILLANUEVA, S.A. DE C.V.                        ",1,BVI0804115P0   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/29/12,UNIFORMES                                                                                                               ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
212,JOSE DE JESUS CRUZ CASTELLANOS                           ,                              ,CUCJ           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/29/12,SOPORTES PARA APARADORES                                                                                                ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
214,TELEDESIC BROADBAND NETWORKS S.A. DE C.V.                ,                              ,TBN040609RKA   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/30/12,FOLIOS FACTURA ELECTRONICA                                                                                              ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
215,SERVICIOS EFICIENTES DE CARTERAS S DE R.L. DE C.V.       ,                              ,IUS890616RH6   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/31/12,IUSACELL                                                                                                                ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
216,"ROBINSON FABRICS, S.A. DE C.V.                           ",                              ,RFA111012TA3   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/7/12,CORTINAS                                                                                                                ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
217,"FAMILY SHOES, S.A. DE C.V.                                  ",FAMILY                        ,FSH010704KL2   ,FELIPE PABLO MARTINEZ                             ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,BLVD. ADOLFO LÓPEZ MATEOS               ,TORRE 3 M7,3427,FRACC. JULIAN DE OBREGON                ,1,12,LEÓN GUANAJUATO                         ,37290,52 91-40-4000                                     ,               ,9/7/12,                                                                                                                        ,,,,,,90,TRUE,,,,,-157,-173647.43,5/9/13,TRUE,,,,,A,FALSE,FALSE,60,1
218,"CALZADO RIO GRANDE, S.A. DE C.V.                            ",                              ,MMU1101110ABA  ,MIGUEL ANGEL MUÑOZ                                ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,ZETTA                                   ,          ,109,FRACC. DELTA                            ,1,1,LEON                                    ,37545,(477) 194 7104 EXT. 111                           ,               ,9/7/12,MURO CONSIG                                                                                                             ,,,,,,8,FALSE,,,,,-48,-34580.14,5/9/13,TRUE,,,,,P,FALSE,FALSE,60,1
219,"GRUPO ALYP, S.A. DE C.V.                                    ",ALYP                          ,GAL961126UF6   ,EDUARDO POLLACK                                   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,PROLONGACION PROTON                     ,          ,45-A      ,PARQUE INDUSTRIAL NAUCALPAN             ,1,9,NAUCALPAN DE JUAREZ                     ,53370,53-00-18-34                                       ,               ,9/7/12,FUROR                                                                                                                   ,,,,,,45,TRUE,,,,,-4,-842.6,5/9/13,TRUE,,,,,A,FALSE,FALSE,0,1
220,"FACILEASING, S.A. DE C.V.                                ",                              ,FAC910401756   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/8/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
221,"COLEGIO ISRAELITA DE MEXICO, S.A. DE C.V.                ",                              ,CIMORT         ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/8/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
222,"(STANTON S.A.S.) BRAHMA MEXICO, S.A. DE C.V.                ",                              ,COSTA1256BOG   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/12/12,                                                                                                                        ,,,,,,90,TRUE,,,,,-12,-7615.94,5/9/13,TRUE,,,,,P,FALSE,FALSE,60,1
223,ARTURO RAMIREZ VEGA                                      ,                              ,RAVA590125UR5  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/12/12,IMPRESOR                                                                                                                ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
224,"EL UNIVERSAL COMPAÑIA PERIODISTICA NACIONAL, S.A. DE C.V.",EL UNIVERSAL                  ,UPN830920KC4   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/12/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
225,"DISTRIBUIDORA GRUPAR, S.A. DE C.V.                          ",GRUPAR                        ,DGR080616BE4   ,SALVADOR SUEREZ                                   ,                                                  ,                                                  ,MARCO GUTIERREZ                                   ,01477-1676261                                     ,COBRANZA@PARUNO.COM.MX                            ,KAPPA                                   ,A         ,305,PUERTO INTERIOR                         ,1,12,FRACC IND DELTA                         ,37545,01 477 167-62-61                                  ,01 477 167-62-6,9/12/12,LEVI´S                                                                                                                  ,,,,,,90,TRUE,,,,,-483,-209284.6,5/9/13,TRUE,,,,,P,FALSE,FALSE,45,1
226,"AUTOMOTORES DE MEXICO, S.A. DE C.V.                      ",                              ,AME6907306R3   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/18/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
227,"RESPUESTAS OPTIMAS EN MAYOREOS, S.A. DE C.V.             ",                              ,REP            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/21/12,REP. IMPRESORA                                                                                                          ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
228,GRUPO PILETAS SA DE CV                                   ,PILETAS                       ,P              ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/25/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
229,"DISTRIBUIDORA DE CALZADO DE PRIMERA CLASE, S.A. DE C.V.     ",EMYCO                         ,DCP1008179J4   ,                                                  ,                                                  ,                                                  ,ADRIANA CAREAGA                                   ,9140-4013                                         ,ADRIANA.CAREAGA@GRUPOEMYCO.COM                    ,BLVD.ADOLFO LOPEZ MATEOS                ,203,217 OTE   ,LEON DE LOS ALDAMAS CENTRO              ,1,12,LEON                                    ,37000,9140-4000                                         ,               ,9/26/12,"EMYCO, HUSH PUPPIES                                                                                                     ",,,,,,30,TRUE,,,,,-196,-75014.48,5/9/13,TRUE,,,,,P,FALSE,FALSE,35,1
230,SUMINISTRO Y DISTRIBUCIONES DE PRODUCTOS                 ,                              ,FALTA          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/27/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
231,"BPO EXPERTS, S.A.DE C.V.                                 ",                              ,FALTA          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/27/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
232,"CARTRIDGE MART, S.A. DE C.V.                             ",                              ,CMA0408036NA   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/27/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
233,"DIMAGIO, S.A. DE C.V.                                       ",OZONO                         ,CPO8710026Z3   ,GERANDO PONS                                      ,                                                  ,                                                  ,CARLOS SUAREZ                                     ,01477-26711000 EXT.1261                           ,CSUAREZ@CAPADEOZONO.COM                           ,ZETA                                    ,          ,202,FRACC INDUSTRIAL DELTA                  ,1,12,LEON                                    ,37545,01 477 267-11-00                                  ,               ,9/27/12,"DESC. 7%, 90 DIAS                                                                                                       ",,,,,,90,TRUE,,,,,-234,-38496.86,5/9/13,TRUE,,,,,P,FALSE,FALSE,21,1
234,BANCA MIFEL                                              ,                              ,FALTA          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,9/28/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
235,"PROMOTORA ARTEX, S.A. DE C.V.                            ",                              ,FALTA          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/3/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
236,BARBARA STEPHANIA VELAZQUEZ TORRES                       ,                              ,FALTA          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/3/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
237,ML CONTADORES S.C.                                          ,                              ,FALTA          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/3/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,2
238,COMERCIALIADORA COMERCER                                 ,                              ,FALTA          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/3/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
239,"COMUNIDAD SEFARADI, A.R.                                 ",                              ,FALTA          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/5/12,COLEGIO DR.                                                                                                             ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
241,"PLATINUM SHOES, S.A. DE C.V.                                ",PLATINUM                      ,PSH110621-FE8  ,EDUARDO POLLACK                                   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,AV. MANUEL AVILA CAMACHO                ,500A      ,1903,CD. SATELITE                            ,1,16,"NAUCALPAN, EDO. DE MEXICO               ",53100,53-00-18-34 EXT 181                               ,               ,10/6/12,                                                                                                                        ,,,,,,30,FALSE,,,,,-312,-59234.35,5/9/13,TRUE,,,,,P,FALSE,FALSE,60,1
242,"ABA SEGUROS, S.A. DE C.V.                                ",                              ,ABA920310QW0   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,10/9/12,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
